1000 114871.3 10
1500 170490.571428571 7
2000 277855.428571429 7
2500 409614.428571429 7
3000 579513.571428571 7
3500 776904.428571429 7
4000 988021.571428571 7
4500 1248204.85714286 7
5000 1524560 7
