1000 116326.2 5
1500 171488.8 5
2000 280094.6 5
2500 417400.4 5
3000 582618.4 5
3500 806522.2 5
4000 1025176.6 5
4500 1287330.4 5
5000 1568615.4 5
5500 1846660.6 5
6000 2204108.2 5
6500 2554055.8 5
7000 2963271.75 4
