1000 182868.2 5
1500 306949.4 5
2000 528759.8 5
2500 787726.6 5
3000 1101796 5
3500 1461505.4 5
4000 1887713 5
4500 2333820.2 5
5000 2803370.6 5
5500 3467485.4 5
6000 3900961 5
6500 4522826.4 5
7000 5153057 4
