100 560.857142857143 7
150 598.428571428571 7
200 644.857142857143 7
250 757.714285714286 7
300 789.571428571429 7
350 816.142857142857 7
400 918.714285714286 14
450 986 3
500 1053 7
550 1129.57142857143 7
600 1228 7
650 1279 7
700 1353.14285714286 7
750 1415.57142857143 7
800 1521.71428571429 7
850 1621.14285714286 7
900 1667.42857142857 7
950 1799 7
1000 1908.8 10
1500 3247.66666666667 6
2000 4900 6
2500 6949.33333333333 6
3000 9746.66666666667 6
