100 138.6 5
150 210.75 4
200 227.25 4
250 279 4
300 315.25 4
350 350.5 4
400 404.5 4
450 432 4
500 482.5 4
550 529.75 4
600 594.25 4
650 622 4
700 690 4
750 755 4
800 839.75 4
850 861.25 4
900 949 4
950 1018.5 4
1500 1991.71428571429 7
2000 3337 7
2500 5337.71428571429 7
3000 7158.28571428571 7
