100 125 7
150 159.857142857143 7
200 194 7
250 237.571428571429 7
300 285.571428571429 7
350 318.142857142857 7
400 383.857142857143 14
450 426.333333333333 3
500 478.428571428571 7
550 625.857142857143 7
600 583.142857142857 7
650 609.857142857143 7
700 661.142857142857 7
750 734.857142857143 7
800 785.714285714286 7
850 819 7
900 902.857142857143 7
950 958.142857142857 7
1000 1079.5 10
1500 2119.16666666667 6
2000 3462 6
2500 5216.83333333333 6
3000 7567.33333333333 6
