8  0.000128 0.000131 0.000333 0.000282 0.000288
9  0.000535 0.000521 0.000693 0.000518 0.000740
10 0.000675 0.000825 0.000945 0.000781 0.000442
11 0.001342 0.001047 0.001140 0.001839 0.001092
12 0.002459 0.002553 0.002059 0.002443 0.002132 
13 0.004004 0.003901 0.003878 0.003898 0.004096
14 0.005234 0.005289 0.006798 0.006251 0.006431
15 0.011773 0.010623 0.012498 0.012363 0.012736
16 0.019233 0.019698 0.020984 0.020928 0.021896
17 0.033456 0.041820 0.037817 0.038995 0.040410
